Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Hotel_number_reviews,Reviewer_number_reviews,Review_Score,Review,Review_Type
Rembrandtplein Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,5/8/2017,7.4,Royal Amsterdam Hotel, United Kingdom ,627,2,6.3, For the money we paid to stay here for one night in the smallest room possible and no balcony we should have gone elsewhere And the credit card which was used to pay for this was presented as requested but still we were unable to use it as the person whose name it was in my wife who paid for this for us was not present The card was but not my wife Even worse on check out we overheard a poor traveller being denied his booking simply because he had to replace his card with a new one as the strip had worn out Very disappointed and will not stay here again  NOt very much sadly ,Bad_review
Via Via Senigallia 6 20161 Milan Italy,7/13/2017,8.1,Hotel Da Vinci, Romania ,16670,14,2.9, The general atmosphere of the hotel people approach and services very ceap The room amneties almost extinct The bathroom needs serious plumbing services The quality of the design and furniture extremely low ,Bad_review
2 2 Bridge Place Victoria Westminster Borough London SW1V 1QA UK,4/10/2017,8.4,DoubleTree by Hilton London Victoria, India ,2902,1,3.3, wifi breakfast room facilities  pleas very bad experience ,Bad_review
53 53 Rue Richard Lenoir 11th arr 75011 Paris France,7/16/2017,8.1,Mercure Paris Bastille Marais, United Kingdom ,299,2,6.3, The bedroom was small It was only slightly bigger than the double bed There was tea in the room but only paper cups to make it into and one milk each There was no hotel bar We were next to The lifts and cleaners and other guests woke us up banging about at 7 8am The location was good and the staff friendly However I d been looking forward to a touch more luxury than I got given this is a 4  The location was good and the room clean The bed was really comfy too ,Bad_review
11 11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham London W12 7JS UK,6/10/2017,8.0,Shepherd s Bush Boutique Hotel, United Kingdom ,1069,1,3.3, Considering the price of the rooms the room was tiny the beds weren t that comfortable and the bathroom smelled Somewhere to stay I guess,Bad_review
Plaza Plaza Espa a 6 8 Sants Montju c 08014 Barcelona Spain,9/3/2015,8.4,Catalonia Barcelona Plaza, United Arab Emirates ,4527,7,4.2, The above was supposed to be of what I did not like  We booked 2 connecting rooms due to young kids and got what booked However on the first night and next morning we found lots of bedbugs in both rooms beds and the skirtings of the bed which is not obviously changed with each customer The bedbugs were all over the place We alerted staff who changed us to other 2 connecting rooms other side of the same floor However these rooms were with dirtiest of floors I ve ever seen and even after 2 3 requests to clean the floors the cleaning ladies only shortly brushed the areas It was like walking on street with sand and who knows what Further requests did not even get filled I had in my own room no aircon working for the whole 3 day stay with sweaty nights No amount of complaining helped to get any change in this predicament At last morning before leaving we found bedbugs in these rooms as well I did get a promise of refund on no aircon room though but am still waiting for it Hotel is generally super dirty all trough corridors and ceilings and sitcoms and especially the rooms No real cleaning happening and on top of that you will personally feed a legion of bedbugs during your stay ,Bad_review
163 163 Marsh Wall Docklands Tower Hamlets London E14 9SJ UK,10/11/2015,7.1,Britannia International Hotel Canary Wharf, United Kingdom ,9086,8,5.0, It took an age to get checked in as the assistant s printer wouldn t work There was no apology for keeping us waiting The bathroom wasn t all that clean There were also some very dubious looking women hanging around the hotel It gave the impression of being a convenient place to take someone picked up I wouldn t want to stay there alone as a woman  Large bed and location for visiting the city ,Bad_review
1 1 Addington Street Lambeth London SE1 7RY UK,2/16/2017,8.4,Park Plaza County Hall London, Bulgaria ,6117,1,5.0, Your staff did not know where to pool is and instructed me to visit the neighboring park plaza building to be humiliated when I asking if I have my room card and if I am a resident The talk continued for 10 minutes where every service which I originally came for was not available Hence this hotel although modern and pricy is nothing more than a unorganized scam But good job you took my money you are good capitalists,Bad_review
7 7 11 Queensberry Place Kensington and Chelsea London SW7 2DL UK,7/16/2017,6.9,Gainsborough Hotel, United Kingdom ,1884,1,4.6, Room was a disgrace Have never been anywhere as bad Breakfast a joke No bread left Staff clean the tables by whiping the crumbs on the chairs and floor No wonder they have mice The staff keep picking up the folk used to pick up chesse and ham and lay them down ON THE CHEESE AND HAM Everyones hands touch everyones ham and cheese Beyond stupid I am beyond words frankily Location,Bad_review
41 41 Avenue Marceau 16th arr 75016 Paris France,3/31/2017,8.2,Elys es R gencia, United Kingdom ,1100,11,6.3, Internet was not great at room 65 Although I did expect more for a 4 star but didn t deliver it Although been upgraded to superior room I find it small for a space in a 4 star Separate toilet from bathroom which we didn t like as no wash basin and separated from the bathroom  Breakfast was great and the location too Staff are friendly Had an upgrade too Hotel was easy to navigate as its close to city centre Love love love l occitane shampoo and body wash of the hotel ,Bad_review
Auerspergstra Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,9/25/2016,8.4,The Levante Parliament A Design Hotel, United Kingdom ,1958,3,6.7, We booked 2 nights and only had 1 full day there and we had to wait until 2pm as they changed our rooms some did not get to see any of Dublin this was a massive Inconvience and would like some sort of compensation for the wasted money and flights ,Bad_review
3 3 Berkeley Street Westminster Borough London W1J 8NE UK,12/21/2015,8.0,Holiday Inn London Mayfair, United Kingdom ,1894,1,5.8, Having no hot water in the moring The location was perfect,Bad_review
64 64 76 Hendon Way London NW2 2NL UK,12/11/2016,7.9,Best Western Palm Hotel, United Kingdom ,2037,1,4.6, Room was too small for a triple no storage I think it was a double and they just squashed another bed in ,Bad_review
84 84 King Street Hammersmith and Fulham London W6 0QW UK,8/30/2016,7.8,Best Western Plus Seraphine Hammersmith Hotel, United Kingdom ,1717,1,5.8, Lift not working Fire doors banging all night Broken window blind Not a very obvious entrance so difficult to find at night  Close to Hammersmith centre ,Bad_review
17 17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU UK,5/28/2017,7.5,Millennium Hotel London Knightsbridge, United Arab Emirates ,2746,4,5.8, The hotel rooms are very old and the AC was not functioning very well I am a regular guest at this hotel for more than 10 visits and stays and i get no privileges for this loyality Thinking to try out other hotels and other booking smart applications  The location of the Hotel near Knightsbridge Underground Stations Near Hyde Park Harrods and other shopping outlets ,Bad_review
40 40 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,6/14/2017,7.9,H tel Concorde Montparnasse, Australia ,2515,16,6.7, Location,Bad_review
Via Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,11/20/2015,7.8,MiHotel, United States of America ,319,51,5.4, Rooms bathrooms are a tiny shoe box Hotel is not a four star maybe a star and a half Lot of problems that were esolved due to the efficient and professional staff Only reason I didn t leave hotel is because due to Fieramilano no rooms were available elsewhere Would not comeback  Excellent and kind staff Good breakfast ,Bad_review
26 26 Cadogan Gardens Kensington and Chelsea London SW3 2RP UK,9/30/2016,9.2,Draycott Hotel, Italy ,245,6,4.2, Not a four star hotel no doorman no restaurant Room was nice but bathroom very old and small Very old fashioned overpriced  Very good location ,Bad_review
Scarsdale Scarsdale Place Kensington Kensington and Chelsea London W8 5SY UK,8/20/2016,8.1,Copthorne Tara Hotel London Kensington, United Kingdom ,7105,6,6.5, Fan in bathroom not working TV control not working was fixed ,Bad_review
Piazza Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,7/9/2017,8.4,Hotel Dei Cavalieri, United Kingdom ,3445,1,5.8, The drinks were expensive compared to the local restaurants and bars  The staff were very helpful The roof terrace was a lovely place to end the evening ,Bad_review
Hanger Hanger Lane Ealing London W5 3HL UK,2/10/2017,8.5,Hotel 55, Oman ,722,15,5.4, Hotel is near the street and you can imagine how much that noisy for us and room is small in addition to that the bed was not comfortable and small size for double room I cant give this hotel 4 star I think it is better to be 3 star Good location and clean hotel,Bad_review
Wrights Wrights Lane Kensington and Chelsea London W8 5SP UK,9/29/2015,7.8,Holiday Inn London Kensington, United Kingdom ,5945,16,6.7, Paid far more than on previous visits to this hotel but that was due to the rugby World Cup Very disappointed on this occasion The executive double room was poor The en suite was really very small nowhere to put a wash bag and the previous Molton Brown toiletries have been downgraded to Gilchrist Soames and were not replenished during our 3 night stay Nor indeed were the bottled water or milk There was only one mug for two guests Hugely disappointed with the room and housekeeping  Location is perfect Two minute walk from High Street Kensington underground traffic noise minimal ,Bad_review
163 163 Marsh Wall Docklands Tower Hamlets London E14 9SJ UK,6/4/2017,7.1,Britannia International Hotel Canary Wharf, United Kingdom ,9086,1,3.3, It s very dated Unclean Uncomfortable mattress Have to pay for WiFi Food terrible It s location to the tube,Bad_review
34 34 Norfolk Place Paddington Westminster Borough London W2 1QW UK,12/17/2015,7.9,Norfolk Towers Paddington, United Kingdom ,4065,1,6.7, Room too small Easy to get there ,Bad_review
Manor Manor Road London IG8 8AE UK,2/28/2017,6.9,Hallmark Hotel London Chigwell Prince Regent, United Kingdom ,747,5,3.8, Staff are very rude Issued the wrong from firstly I had requested a superior double room and was issued a small twin room I contacted reception who was rude they then moved me to a double room Which again was not a superior size as I had previously stayed at this hotel 3 weeks prior and was given a SUPERIOR room This stay was for two nights and the room was extremely smaller The staff response was we are fully booked Which was not the correct response I was looking for as this added to my doubt that I was in a smaller room then I had paid booked After being told by the receptionist we could use a specific door to exit into the gardens to smoke we was rudely told by another member of staff that we could not That the receptionist was wrong or she had not told us that we could use such door and we need to go to the front of the building Considering we are on the 3rd floor this is an extremely long walk ,Bad_review
